Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
1330324,"Sea of Poppies (Ibis Trilogy, #1)",Amitav Ghosh,"Ghosh, Amitav",,"=""071956896X""","=""9780719568961""",0,3.97,John Murray Publisher,Paperback,513,2008,2008,,2025/05/25,to-read,to-read (#1224),to-read,,,,0,0
243398,"The Singing Sands (Inspector Alan Grant, #6)",Josephine Tey,"Tey, Josephine",Robert Barnard,"=""0684818922""","=""9780684818924""",0,4.01,Scribner Paperback Fiction,Paperback,224,1996,,,2015/04/03,to-read,to-read (#528),to-read,,,,0,0
408854,"The Dark Tower (The Dark Tower, #7)",Stephen        King,"King, Stephen",Michael Whelan,"=""1880418622""","=""9781880418628""",0,4.37,Donald M. Grant/Scribner,Hardcover,845,2004,2004,,2015/04/03,kobo,kobo (#642),read,,,,1,0
8260364,Hackers: Heroes of the Computer Revolution,Steven Levy,"Levy, Steven",,"=""1449388396""","=""9781449388393""",0,4.16,O'Reilly Media,Paperback,502,2010,1984,,2020/09/28,currently-reading,currently-reading (#17),currently-reading,,,,1,0
52032133,Facebook: The Inside Story,Steven Levy,"Levy, Steven",,"=""0735213151""","=""9780735213159""",0,4.06,Blue Rider Press,Hardcover,592,2020,2020,,2025/05/18,to-read,to-read (#1223),to-read,,,,0,0
7841446,"In the Plex: How Google Thinks, Works, and Shapes Our Lives",Steven Levy,"Levy, Steven",,"=""1416596585""","=""9781416596585""",0,3.84,Simon & Schuster,Hardcover,432,2011,2011,,2025/05/18,to-read,to-read (#1222),to-read,,,,0,0
223436601,"Careless People: A Cautionary Tale of Power, Greed, and Lost Idealism",Sarah Wynn-Williams,"Wynn-Williams, Sarah",,"=""1250391237""","=""9781250391230""",4,4.28,Flatiron Books,Hardcover,382,2025,2025,2025/05/18,2025/03/26,,,read,,,,1,0
84926,"Valhalla Rising (Dirk Pitt, #16)",Clive Cussler,"Cussler, Clive",,"=""0425185710""","=""9780425185711""",0,3.73,G.P. Putnam's Sons,Mass Market Paperback,517,2002,,,2015/04/03,kobo,kobo (#50),read,,,,1,0
101135587,Beirut Station: Two Lives of a Spy,Paul Vidich,"Vidich, Paul",,"=""1639365117""","=""9781639365111""",3,3.96,Pegasus Crime,Hardcover,304,2023,2023,2025/05/09,2025/01/02,,,read,,,,1,0
209455837,"Locked In (Department Q, #10)",Jussi Adler-Olsen,"Adler-Olsen, Jussi",Caroline Waight,"=""0593475690""","=""9780593475690""",0,4.17,Dutton,Kindle Edition,512,2024,2023,,2025/05/06,to-read,to-read (#1221),to-read,,,,0,0
36992458,The End (My Struggle #6),Karl Ove Knausgård,"Knausgård, Karl Ove","Don Bartlett, Martin Aitken, Karl Ove Knausgaard","=""1846558298""","=""9781846558290""",0,4.15,harvill secker uk,Hardcover,1168,2018,2011,,2022/03/26,currently-reading,currently-reading (#3),currently-reading,,,,1,0
18050134,Trying Not to Try: The Art and Science of Spontaneity,Edward Slingerland,"Slingerland, Edward",,"=""0770437613""","=""9780770437619""",0,3.74,Crown,Hardcover,304,2014,2014,,2025/05/05,to-read,to-read (#1220),to-read,,,,0,0
7495395,The Quants: How a New Breed of Math Whizzes Conquered Wall Street and Nearly Destroyed It,Scott Patterson,"Patterson, Scott",,"=""0307453375""","=""9780307453372""",3,3.89,Crown Business,Hardcover,337,2010,2010,2025/05/05,2025/02/28,,,read,,,,1,0
211399783,"The Thinking Machine: Jensen Huang, Nvidia, and the World's Most Coveted Microchip",Stephen Witt,"Witt, Stephen",,"=""0593832698""","=""9780593832691""",4,4.36,Viking,Hardcover,272,2025,,2025/04/22,2025/04/15,,,read,,,,1,0
25541028,"Elon Musk: Tesla, SpaceX, and the Quest for a Fantastic Future",Ashlee Vance,"Vance, Ashlee",,"=""0062301233""","=""9780062301239""",4,4.13,Ecco,Hardcover,392,2015,2015,2025/04/15,2025/04/06,,,read,,,,1,0
228202,The Stand,Stephen        King,"King, Stephen",,"=""0451169530""","=""9780451169532""",0,4.35,Signet Books/Penguin Books USA Inc.,Mass Market Paperback,1141,1991,1978,,2015/04/03,kobo,kobo (#70),read,,,,1,0
123276708,Number Go Up: Inside Crypto's Wild Rise and Staggering Fall,Zeke Faux,"Faux, Zeke",,"=""0593443810""","=""9780593443811""",3,4.25,Crown Currency,Hardcover,304,2023,2023,2025/04/08,2025/03/04,,,read,,,,1,0
217245548,Fever Beach,Carl Hiaasen,"Hiaasen, Carl",,"=""0593320948""","=""9780593320945""",0,4.25,Knopf,Hardcover,368,2025,2025,,2025/04/08,to-read,to-read (#1219),to-read,,,,0,0
216137,Shadow Prey (Lucas Davenport #2),John Sandford,"Sandford, John",,"=""0425126064""","=""9780425126066""",0,3.96,Berkley,Mass Market Paperback,342,1991,1990,,2018/10/07,,,read,,,,1,0
188543465,The Trading Game: A Confession,Gary  Stevenson,"Stevenson, Gary",,"=""0593727215""","=""9780593727218""",4,4.20,Crown Currency,Hardcover,352,2024,2024,2025/04/01,2025/03/04,,,read,,,,1,0
60321447,Chip War: The Fight for the World's Most Critical Technology,Chris   Miller,"Miller, Chris",,"=""1982172002""","=""9781982172008""",4,4.42,Scribner,Hardcover,464,2022,2022,2025/03/23,2025/03/04,,,read,,,,1,0
122765395,Elon Musk,Walter Isaacson,"Isaacson, Walter",,"=""1982181281""","=""9781982181284""",4,4.35,Simon & Schuster,Hardcover,688,2023,2023,2025/03/16,2025/02/26,,,read,,,,1,0
815856,The Lacquer Screen,Robert van Gulik,"Gulik, Robert van",,"=""0226848671""","=""9780226848679""",3,4.04,University of Chicago Press,Paperback,183,1992,1962,,2011/05/28,,,read,,,,1,0
62050244,When the Heavens Went on Sale: The Misfits and Geniuses Racing to Put Space Within Reach,Ashlee Vance,"Vance, Ashlee",,"=""0062998870""","=""9780062998873""",0,4.25,Ecco,Hardcover,528,2023,2023,,2025/03/13,to-read,to-read (#1218),to-read,,,,0,0
43889703,The Man Who Solved the Market: How Jim Simons Launched the Quant Revolution,Gregory Zuckerman,"Zuckerman, Gregory",,"=""0241309727""","=""9780241309728""",4,4.04,Portfolio Penguin,Paperback,359,2019,2019,2025/03/04,2025/01/28,,,read,,,,1,0
77920694,"The Fund: Ray Dalio, Bridgewater Associates, and the Unraveling of a Wall Street Legend",Rob Copeland,"Copeland, Rob",,"=""1250276934""","=""9781250276933""",0,4.00,St. Martin's Press,Hardcover,352,2023,2023,,2025/03/04,to-read,to-read (#1217),to-read,,,,0,0
149105520,Going Infinite: The Rise and Fall of a New Tycoon,Michael   Lewis,"Lewis, Michael",,"=""1324074337""","=""9781324074335""",0,3.82,W. W. Norton & Company,Hardcover,272,2023,2023,,2025/03/04,to-read,to-read (#1216),to-read,,,,0,0
41397,My Life As A Quant: Reflections On Physics And Finance,Emanuel Derman,"Derman, Emanuel",,"=""0471394203""","=""9780471394204""",0,3.79,John Wiley & Sons Inc,Hardcover,292,2004,2004,,2025/03/02,to-read,to-read (#1215),to-read,,,,0,0
390711,"Noble House (Asian Saga, #5)",James Clavell,"Clavell, James",,"=""""","=""""",0,4.27,Dell,Mass Market Paperback,1376,1986,1981,,2025/03/02,to-read,to-read (#1214),to-read,,,,0,0
9827,"King Rat (Asian Saga, #4)",James Clavell,"Clavell, James",,"=""0385333765""","=""9780385333764""",0,4.19,Dell,Paperback,368,2009,1962,,2025/03/02,to-read,to-read (#1213),to-read,,,,0,0
52382796,"Shōgun (Asian Saga, #1)",James Clavell,"Clavell, James",,"=""1982603844""","=""9781982603847""",0,4.41,Blackstone Publishing,Paperback,1152,2020,1975,,2025/03/02,to-read,to-read (#1211),to-read,,,,0,0
42933,"Tai-Pan (Asian Saga, #2)",James Clavell,"Clavell, James",,"=""""","=""""",0,4.30,Dell,Mass Market Paperback,732,2009,1966,,2025/03/02,to-read,to-read (#1212),to-read,,,,0,0
213034913,Source Code: My Beginnings,Bill  Gates,"Gates, Bill",,"=""059380158X""","=""9780593801581""",4,4.20,Knopf,Hardcover,336,2025,2025,2025/02/24,2025/02/10,,,read,,,,1,0
13356649,"The Joy of X: A Guided Tour of Math, from One to Infinity",Steven H. Strogatz,"Strogatz, Steven H.",,"=""0547517653""","=""9780547517650""",4,4.06,Houghton Mifflin Harcourt,Hardcover,316,2012,2012,2025/02/16,2025/02/11,,,read,,,,1,0
12474332,The Briefcase,Hiromi Kawakami,"Kawakami, Hiromi",Allison Markin Powell,"=""1582435995""","=""9781582435992""",5,3.69,Counterpoint,Paperback,176,2012,2001,2013/12/13,2013/11/13,,,read,,,,1,0
18693655,A Mind for Numbers: How to Excel at Math and Science (Even If You Flunked Algebra),Barbara Oakley,"Oakley, Barbara",,"=""039916524X""","=""9780399165245""",4,4.20,The Penguin Group,Paperback,336,2014,2014,2025/02/11,2025/02/07,,,read,,,,1,0
50489349,The Alignment Problem: Machine Learning and Human Values,Brian  Christian,"Christian, Brian",,"=""0393635821""","=""9780393635829""",4,4.35,W. W. Norton & Company,Hardcover,496,2020,2020,2025/02/07,2025/01/24,,,read,,,,1,0
13304485,Schneebraut,Ragnar Jónasson,"Jónasson, Ragnar",Ursula Giger,"=""3651000222""","=""9783651000223""",0,3.56,Scherz Verlag GmbH,Hardcover,368,2011,2010,,2015/04/08,currently-reading,currently-reading (#16),currently-reading,,,,1,0
3070472,"Cold in Hand (Charles Resnick, #11)",John Harvey,"Harvey, John",,"=""0151014620""","=""9780151014620""",0,3.96,Houghton Mifflin Harcourt,Hardcover,384,2008,2007,,2025/02/03,to-read,to-read (#1210),to-read,,,,0,0
2399214,Playing for Pizza,John Grisham,"Grisham, John",,"=""0440244714""","=""9780440244714""",0,3.52,Dell,Mass Market Paperback,308,2008,2007,,2015/04/03,kobo,kobo (#606),read,,,,1,0
61882988,"Alias Emma (Alias Emma, #1)",Ava Glass,"Glass, Ava",,"=""152915779X""","=""9781529157796""",0,3.78,Penguin,Kindle Edition,389,2022,2022,,2025/01/31,to-read,to-read (#1209),to-read,,,,0,0
100213093,Die Hulda Trilogie. Dunkel - Insel - Nebel,Þ. Ragnar Jonasson,"Jonasson, Þ. Ragnar",,"=""3844541594""","=""9783844541595""",0,4.25,,MP3 CD,,,,,2025/01/29,to-read,to-read (#1208),to-read,,,,0,0
19101283,The Son,Jo Nesbø,"Nesbø, Jo",Charlotte Barslund,"=""0385351372""","=""9780385351379""",3,4.08,Knopf,Hardcover,407,2014,2014,2025/01/24,2014/05/19,,,read,,,,1,0
205363984,Taiwan Travelogue,Yáng Shuāng-zǐ,"Shuāng-zǐ, Yáng","楊双子, Lin King","=""1644453150""","=""9781644453155""",0,4.15,Graywolf Press,Paperback,320,2024,2020,,2025/01/22,to-read,to-read (#1207),to-read,,,,0,0
199372731,Eruption,Michael Crichton,"Crichton, Michael",James  Patterson,"=""0316565083""","=""9780316565080""",0,3.78,"Little, Brown and Company",Kindle Edition,423,2024,2024,,2025/01/17,to-read,to-read (#1206),to-read,,,,0,0
218319936,The Nvidia Way: Jensen Huang and the Making of a Tech Giant,Tae   Kim,"Kim, Tae",,"=""1324086726""","=""9781324086727""",5,4.35,W. W. Norton & Company,Kindle Edition,268,2024,,2025/01/12,2025/01/02,,,read,,,,1,0
218109942,Wraith (The Convergence War #1),M.R. Forbes,"Forbes, M.R.",,"=""""","=""""",0,4.27,,Kindle Edition,374,2024,,,2025/01/02,to-read,to-read (#1205),to-read,,,,0,0
52381097,Last Girls,Demetra Brodsky,"Brodsky, Demetra",,"=""1250256526""","=""9781250256522""",0,3.83,Tor Teen,Hardcover,368,2020,2020,,2025/01/02,to-read,to-read (#1204),to-read,,,,0,0
198902277,The Wedding People,Alison Espach,"Espach, Alison",,"=""""","=""""",4,4.12,Henry Holt and Co.,Hardcover,384,2024,2024,2024/12/31,2024/12/11,,,read,,,,1,0
27876537,Bird in a Cage,Frédéric Dard,"Dard, Frédéric",David Bellos,"=""1782271996""","=""9781782271994""",0,3.86,Pushkin Vertigo,Paperback,123,2016,1961,,2024/12/22,to-read,to-read (#1203),to-read,,,,0,0
133938826,Welcome to the Hyunam-Dong Bookshop,Hwang Bo-Reum,"Bo-Reum, Hwang",Shanna Tan,"=""""","=""""",3,3.93,Bloomsbury Publishing,Hardcover,307,2024,2022,2024/12/21,2024/12/11,,,read,,,,1,0
52381770,"Network Effect (The Murderbot Diaries, #5)",Martha Wells,"Wells, Martha",,"=""1250229863""","=""9781250229861""",4,4.47,Tor.com,Hardcover,350,2020,2020,2024/12/16,2024/12/09,,,read,,,,1,0
62929342,Real Americans,Rachel Khong,"Khong, Rachel",,"=""0593537254""","=""9780593537251""",0,3.97,Knopf,Hardcover,399,2024,2024,,2024/12/11,to-read,to-read (#1202),to-read,,,,0,0
209220917,Butter,Asako Yuzuki,"Yuzuki, Asako",Polly Barton,"=""0008511683""","=""9780008511685""",0,3.51,Fourth Estate,Paperback,464,2024,2017,,2024/12/10,to-read,to-read (#1201),to-read,,,,0,0
35519109,"Exit Strategy (The Murderbot Diaries, #4)",Martha Wells,"Wells, Martha",,"=""""","=""""",4,4.37,Tordotcom,Kindle Edition,163,2018,2018,2024/12/09,2024/12/07,,,read,,,,1,0
35519101,"Rogue Protocol (The Murderbot Diaries, #3)",Martha Wells,"Wells, Martha",,"=""1250191785""","=""9781250191786""",4,4.25,Tor.com,Hardcover,158,2018,2018,2024/12/07,2024/12/04,,,read,,,,1,0
36223860,"Artificial Condition (The Murderbot Diaries, #2)",Martha Wells,"Wells, Martha",,"=""""","=""""",4,4.26,Tor.com,Hardcover,158,2018,2018,2024/12/04,2020/01/21,,,read,,,,1,0
32758901,"All Systems Red (The Murderbot Diaries, #1)",Martha Wells,"Wells, Martha",,"=""""","=""""",4,4.13,Tor.com,ebook,144,2017,2017,2024/12/01,2020/01/21,,,read,,,,1,0
201567528,Welcome to AI: A Human Guide to Artificial Intelligence,David L. Shrier,"Shrier, David L.",,"=""1647827531""","=""9781647827533""",0,3.49,Harvard Business Review Press,Kindle Edition,238,2024,,,2024/11/26,to-read,to-read (#1200),to-read,,,,0,0
17986418,Naked Statistics: Stripping the Dread from the Data,Charles Wheelan,"Wheelan, Charles",,"=""039334777X""","=""9780393347777""",0,3.96,W. W. Norton & Company,Paperback,304,2014,2012,,2024/11/25,currently-reading,currently-reading (#15),currently-reading,,,,1,0
39030,"Reliquary (Pendergast, #2)",Douglas Preston,"Preston, Douglas",Lincoln Child,"=""0765354950""","=""9780765354952""",0,4.04,Tor Books,Mass Market Paperback,464,2005,1997,,2014/11/08,to-read,to-read (#406),to-read,,,,0,0
4099,The Pragmatic Programmer: From Journeyman to Master,Dave         Thomas,"Thomas, Dave","Andy   Hunt, Ward Cunningham","=""020161622X""","=""9780201616224""",0,4.33,Addison-Wesley Professional,Paperback,321,1999,1999,,2024/11/24,currently-reading,currently-reading (#14),currently-reading,,,,1,0
150731,Alan Turing: The Enigma,Andrew Hodges,"Hodges, Andrew",Douglas R. Hofstadter,"=""0802775802""","=""9780802775801""",5,3.75,Walker Books,Paperback,608,2000,1983,2024/11/24,2024/11/03,,,read,,,,1,0
59825231,The Pachinko Parlour,Elisa Shua Dusapin,"Dusapin, Elisa Shua",Aneesa Abbas Higgins,"=""1914198166""","=""9781914198168""",0,3.60,Daunt Books,Paperback,171,2022,2018,,2024/11/20,to-read,to-read (#1199),to-read,,,,0,0
40628716,FIREWALLS DON'T STOP DRAGONS: A STEP-BY-STEP GUIDE TO COMPUTER SECURITY FOR NON-TECHIES,Carey Parker,"Parker, Carey",,"=""1484238516""","=""9781484238516""",0,4.29,Apress,Paperback,424,2018,2015,,2024/11/12,currently-reading,currently-reading (#13),currently-reading,,,,1,0
25666050,Algorithms to Live By: The Computer Science of Human Decisions,Brian  Christian,"Christian, Brian",Tom  Griffiths,"=""1627790365""","=""9781627790369""",4,4.13,Henry Holt and Co.,Hardcover,368,2016,2016,2024/11/03,2016/10/28,,,read,,,,1,0
44286534,You Look Like a Thing and I Love You: How Artificial Intelligence Works and Why It's Making the World a Weirder Place,Janelle Shane,"Shane, Janelle",,"=""0316525243""","=""9780316525244""",5,4.14,Voracious,Hardcover,272,2019,2019,2024/10/26,2024/10/22,,,read,,,,1,0
58724923,Hidden Pictures,Jason Rekulak,"Rekulak, Jason",,"=""1250819342""","=""9781250819345""",0,4.16,Flatiron Books,Hardcover,372,2022,2022,,2024/10/23,to-read,to-read (#1198),to-read,,,,0,0
34964374,Hacking the Hacker: Learn From the Experts Who Take Down Hackers,Roger A. Grimes,"Grimes, Roger A.",,"=""""","=""""",3,3.87,Wiley,Kindle Edition,250,2017,,2024/10/21,2024/10/07,,,read,,,,1,0
815890,"The Man Who Made Husbands Jealous (Rutshire Chronicles, #4)",Jilly Cooper,"Cooper, Jilly",,"=""0552138959""","=""9780552138956""",0,4.02,Corgi Books,Paperback,736,1994,1993,,2024/10/19,to-read,to-read (#1197),to-read,,,,0,0
339210,Polo (Rutshire Chronicles #3),Jilly Cooper,"Cooper, Jilly",,"=""2253141720""","=""9782253141723""",0,4.20,LGF,Paperback,773,1997,1991,,2024/10/19,to-read,to-read (#1196),to-read,,,,0,0
1541856,Rivals (Rutshire Chronicles #2),Jilly Cooper,"Cooper, Jilly",,"=""055215637X""","=""9780552156370""",0,4.09,Corgi,Paperback,716,2008,1988,,2024/10/19,to-read,to-read (#1195),to-read,,,,0,0
339218,"Riders (Rutshire Chronicles, #1)",Jilly Cooper,"Cooper, Jilly",,"=""0552156175""","=""9780552156172""",0,3.97,Corgi,Paperback,919,2008,1985,,2024/10/19,to-read,to-read (#1194),to-read,,,,0,0
144405196,"The Worlds I See: Curiosity, Exploration, and Discovery at the Dawn of AI",Fei-Fei Li,"Li, Fei-Fei",,"=""""","=""""",5,4.34,Flatiron Books: A Moment of Lift Book,Hardcover,336,2023,2023,2024/10/15,2024/10/08,,,read,,,,1,0
21490,Fire Lover,Joseph Wambaugh,"Wambaugh, Joseph",,"=""0060095288""","=""9780060095284""",0,3.75,William Morrow Paperbacks,Mass Market Paperback,416,2003,2002,,2015/04/03,kobo,kobo (#613),read,,,,1,0
127282778,Code Dependent: Living in the Shadow of AI,Madhumita Murgia,"Murgia, Madhumita",,"=""1250867398""","=""9781250867391""",0,4.07,Henry Holt and Co.,Hardcover,320,2024,2024,,2024/10/08,to-read,to-read (#1193),to-read,,,,0,0
13453029,"Wool Omnibus (Silo, #1)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",0,4.20,Broad Reach Publishing,Paperback,509,2012,2012,,2019/04/26,currently-reading,currently-reading (#12),currently-reading,,,,1,0
57865158,"The Judge's List (The Whistler, #2)",John Grisham,"Grisham, John",,"=""0385546025""","=""9780385546027""",3,4.14,Doubleday,Hardcover,357,2021,2021,2024/10/07,2024/09/29,,,read,,,,1,0
7726143,"Origins (The Vampire Diaries: Stefan's Diaries, #1)",L.J. Smith,"Smith, L.J.","Kevin  Williamson, Julie Plec","=""0062003933""","=""9780062003935""",0,4.13,HarperTeen,Paperback,237,2010,2010,,2024/10/06,to-read,to-read (#1192),to-read,,,,0,0
960,"Angels & Demons (Robert Langdon, #1)",Dan    Brown,"Brown, Dan",,"=""1416524797""","=""9781416524793""",3,3.95,Pocket Books,Paperback,736,2006,2000,,2012/08/26,,,read,,,,2,0
13263503,"Hostage To Murder (Lindsay Gordon, #6)",Val McDermid,"McDermid, Val",,"=""1612940110""","=""9781612940113""",0,3.65,Bywater Books,Kindle Edition,250,2005,2003,,2018/10/07,,,read,,,,1,0
20827478,The Water Rat of Wanchai (Ava Lee #1),Ian  Hamilton,"Hamilton, Ian",,"=""1250032288""","=""9781250032287""",0,3.79,Picador,Kindle Edition,400,2014,2011,,2018/10/07,,,read,,,,1,0
20519091,Murder in Pigalle (An Aimee Leduc Investigation Book 14),Cara Black,"Black, Cara",,"=""1616952857""","=""9781616952853""",0,3.70,Soho Crime,Kindle Edition,320,2014,2014,,2015/04/03,kobo,kobo (#435),read,,,,1,0
13263502,"Conferences Are Murder (Lindsay Gordon, #4)",Val McDermid,"McDermid, Val",,"=""1612940099""","=""9781612940090""",0,3.54,Bywater Books,Kindle Edition,206,2005,1993,,2018/10/07,,,read,,,,1,0
18888517,"Something Borrowed, Someone Dead (Agatha Raisin #24)",M.C. Beaton,"Beaton, M.C.",,"=""1466834692""","=""9781466834699""",0,3.71,Minotaur Books,Kindle Edition,291,2013,2013,,2015/04/03,kobo,kobo (#473),read,,,,1,0
11749147,Murder at the Lanterne Rouge: (An Aimee Leduc Investigation #12),Cara Black,"Black, Cara",,"=""1616950625""","=""9781616950620""",0,3.66,Soho Crime,Kindle Edition,315,2012,2012,,2015/04/03,kobo,kobo (#801),read,,,,1,0
13276980,"Aunt Dimity Beats the Devil (An Aunt Dimity Mystery, #6)",Nancy Atherton,"Atherton, Nancy",,"=""1101549637""","=""9781101549636""",0,4.00,Penguin Books,Kindle Edition,253,2001,2000,,2015/04/06,kobo,kobo (#943),read,,,,1,0
19194925,"The Rizzoli & Isles Series 10-Book Bundle: The Surgeon, The Apprentice, The Sinner, Body Double, Vanish, The Mephesto Club The Keepsake, Ice Cold, The Silent Girl, Last to Die",Tess Gerritsen,"Gerritsen, Tess",,"=""0345546717""","=""9780345546715""",0,4.39,Ballantine Books,Kindle Edition,0,2013,2013,,2018/10/07,,,read,,,,1,0
8644550,The Afghan,Frederick Forsyth,"Forsyth, Frederick",,"=""1101211164""","=""9781101211168""",0,3.76,Signet Book,Kindle Edition,467,2007,2006,,2018/10/07,,,read,,,,1,0
10456410,"Deadly Edge (Parker, #13)",Richard Stark,"Stark, Richard",,"=""0226772969""","=""9780226772967""",0,4.11,University Of Chicago Press,Kindle Edition,230,2010,1971,,2018/10/07,,,read,,,,1,0
19078238,Sleeping Freshmen Never Lie (Sleeping Freshmen Never Lie #1),David Lubar,"Lubar, David",,"=""1101554894""","=""9781101554890""",0,3.84,Speak,Kindle Edition,284,2007,2005,,2015/08/30,"kobo, to-read","kobo (#1105), to-read (#632)",to-read,,,,0,0
16090755,"The Bone Bed (Kay Scarpetta, #20)",Patricia Cornwell,"Cornwell, Patricia",,"=""1101606630""","=""9781101606636""",0,3.75,Putnam Adult,Kindle Edition,513,2012,2012,,2015/04/03,kobo,kobo (#567),read,,,,1,0
40658834,"Die Again (Rizzoli & Isles, #11)",Tess Gerritsen,"Gerritsen, Tess",,"=""0345543866""","=""9780345543868""",0,4.20,Ballantine Books,Kindle Edition,353,2014,2014,,2018/10/07,,,read,,,,1,0
6629966,Little Altars Everywhere,Rebecca Wells,"Wells, Rebecca",,"=""0061835145""","=""9780061835148""",0,3.59,HarperCollins e-books,Kindle Edition,0,2009,1992,,2018/10/07,,,read,,,,1,0
19734393,"Vector (Jack Stapleton & Laurie Montgomery, #4)",Robin Cook,"Cook, Robin",,"=""1101203730""","=""9781101203736""",0,3.87,G.P. Putnam's Sons,Kindle Edition,420,1999,1999,,2015/04/03,kobo,kobo (#309),read,,,,1,0
16249405,"Threat Vector (Jack Ryan Jr., #4)",Tom Clancy,"Clancy, Tom",Mark Greaney,"=""1101607955""","=""9781101607954""",0,4.20,Putnam Adult,Kindle Edition,722,2012,2012,,2018/10/07,,,read,,,,1,0
22067311,Gray Mountain,John Grisham,"Grisham, John",,"=""0385539169""","=""9780385539166""",0,3.67,Anchor,Kindle Edition,386,2014,2014,,2015/04/03,kobo,kobo (#453),read,,,,1,0
23154583,"Mightier Than the Sword (The Clifton Chronicles, #5)",Jeffrey Archer,"Archer, Jeffrey",,"=""1250034507""","=""9781250034502""",3,4.19,St. Martin's Press,Kindle Edition,415,2015,2015,,2018/10/07,,,read,,,,2,0
11534145,"The Green Eagle Score (Parker, #10)",Richard Stark,"Stark, Richard",,"=""0226772829""","=""9780226772820""",0,4.01,University Of Chicago Press,Kindle Edition,168,2011,1967,,2018/10/07,,,read,,,,1,0
20188664,"A Mind to Murder (Adam Dalgliesh, #2)",P.D. James,"James, P.D.",,"=""1451697783""","=""9781451697780""",0,3.80,Scribner,Kindle Edition,291,2012,1963,,2015/04/03,kobo,kobo (#532),read,,,,1,0
20159773,"Dead Water (Shetland Island, #5)",Ann Cleeves,"Cleeves, Ann",,"=""1250036615""","=""9781250036612""",0,4.12,Minotaur Books,Kindle Edition,401,2014,2013,,2018/10/07,,,read,,,,1,0
73636698,The Wild Beasts of Wuhan (An Ava Lee Novel Book 3),Ian  Hamilton,"Hamilton, Ian",,"=""177089053X""","=""9781770890534""",0,3.88,House Of Anansi,Kindle Edition,350,2011,2011,,2015/05/03,kobo,kobo (#1017),read,,,,1,0
18134787,"King and Maxwell (Sean King & Michelle Maxwell, #6)",David Baldacci,"Baldacci, David",,"=""1455521221""","=""9781455521227""",0,4.17,Grand Central Publishing ,Kindle Edition,432,2013,2013,,2015/04/03,kobo,kobo (#764),read,,,,1,0
12170224,"The Rare Coin Score (Parker, #9)",Richard Stark,"Stark, Richard",Lucy Sante,"=""0226772926""","=""9780226772929""",0,4.03,University Of Chicago Press,Kindle Edition,156,2011,1967,,2018/10/07,,,read,,,,1,0
20483817,The Fire Dance (Inspector Huss Book 6),Helene Tursten,"Tursten, Helene",Laura A. Wideburg,"=""1616950110""","=""9781616950118""",0,3.74,Soho Crime,Kindle Edition,321,2014,2005,,2018/10/07,to-read,to-read (#824),to-read,,,,0,0
17691108,Murder Below Montparnasse  (Aimee Leduc Investigations #13),Cara Black,"Black, Cara",,"=""1616952164""","=""9781616952167""",0,3.61,Soho Crime,Kindle Edition,319,2013,2013,,2015/04/03,kobo,kobo (#398),read,,,,1,0
8199529,Terminal (A Medical Thriller),Robin Cook,"Cook, Robin",,"=""1101203587""","=""9781101203583""",0,3.73,Berkley Books,Kindle Edition,383,1996,1993,,2015/04/03,kobo,kobo (#354),read,,,,1,0
19426993,The Corpse on the Dike,Janwillem van de Wetering,"Wetering, Janwillem van de",,"=""1569478309""","=""9781569478301""",0,3.81,Soho Crime,Kindle Edition,240,2003,1976,,2018/10/07,,,read,,,,1,0
8217677,Gotham: A History of New York City to 1898,Edwin G. Burrows,"Burrows, Edwin G.",Mike  Wallace,"=""0199741204""","=""9780199741205""",0,4.30,"Oxford University Press, USA",Kindle Edition,1383,1998,1998,,2015/04/03,kobo,kobo (#350),read,,,,1,0
19288356,How to Write Killer Fiction,Carolyn Wheat,"Wheat, Carolyn",,"=""1564747050""","=""9781564747051""",0,3.99,Perseverance Press,Kindle Edition,191,2011,2003,,2015/04/03,kobo,kobo (#815),read,,,,1,0
25196214,"The Girl in the Spider's Web (Millennium, #4)",David Lagercrantz,"Lagercrantz, David",,"=""0385354290""","=""9780385354295""",3,3.80,Vintage Crime/Black Lizard,Kindle Edition,416,2015,2015,,2015/09/05,to-read,to-read (#651),to-read,,,,2,0
11320643,Tumbleweed (Amsterdam Cops Book 2),Janwillem van de Wetering,"Wetering, Janwillem van de",,"=""1569478384""","=""9781569478387""",0,3.80,Soho,Kindle Edition,203,1976,1975,,2018/10/07,,,read,,,,1,0
19510510,The Edible Exile,Carl Hiaasen,"Hiaasen, Carl",,"=""1614520917""","=""9781614520917""",0,3.53,Byliner,Kindle Edition,30,2013,2013,,2018/10/07,,,read,,,,1,0
11068242,Hard Rain (Grijpstra-de Gier Mysteries Series Book 11),Janwillem van de Wetering,"Wetering, Janwillem van de",,"=""156947821X""","=""9781569478219""",0,3.92,Soho Crime,Kindle Edition,321,2003,1985,,2018/10/07,,,read,,,,1,0
