Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
1032409,"North Of Nowhere (Alex McKnight, #4)",Steve Hamilton,"Hamilton, Steve",,"=""0312983816""","=""9780312983819""",0,4.03,Minotaur Books,Mass Market Paperback,352,2003,2002,,2018/10/07,,,read,,,,1,0
7840334,The Outsiders,S.E. Hinton,"Hinton, S.E.",,"=""014038572X""","=""9780140385724""",0,4.14,Speak,Mass Market Paperback,180,2008,1967,,2018/10/07,,,read,,,,1,0
9063254,"Blood Is The Sky (Alex McKnight, #5)",Steve Hamilton,"Hamilton, Steve",,"=""1429905123""","=""9781429905121""",0,4.14,Minotaur Books,Kindle Edition,304,2010,2003,,2018/10/07,,,read,,,,1,0
17425749,Nemesis (Oslo Sequence 2),Jo Nesbø,"Nesbø, Jo",Don Bartlett,"=""1407013351""","=""9781407013350""",0,3.98,Vintage Digital,Kindle Edition,720,2010,2002,,2018/10/07,,,read,,,,1,0
9441598,"Defend and Betray (William Monk, #3)",Anne Perry,"Perry, Anne",,"=""0307767779""","=""9780307767776""",0,4.05,Ballantine Books,Kindle Edition,448,2010,1992,,2018/10/07,,,read,,,,1,0
9609861,"Weighed in the Balance (William Monk, #7)",Anne Perry,"Perry, Anne",,"=""0307767809""","=""9780307767806""",0,3.94,Ballantine Books,Kindle Edition,384,2010,1996,,2018/10/07,,,read,,,,1,0
30755990,The Enemy (Jack Reacher),Lee Child,"Child, Lee",,"=""0754079465""","=""9780754079460""",0,4.17,Imprint unknown,Hardcover,528,2004,2004,,2018/10/07,,,read,,,,1,0
2808945,Coraline,Neil Gaiman,"Gaiman, Neil",Dave McKean,"=""0061649694""","=""9780061649691""",0,4.13,HarperEntertainment,Paperback,162,2008,2002,,2018/10/07,,,read,,,,1,0
23628695,"44 Cranberry Point (Cedar Cove, #4)",Debbie Macomber,"Macomber, Debbie",,"=""""","=""9781408915042""",0,4.13,MIRA,Kindle Edition,0,2010,2004,,2018/10/07,,,read,,,,1,0
7264206,"This Body of Death (Inspector Lynley, #16)",Elizabeth  George,"George, Elizabeth",,"=""0061160881""","=""9780061160882""",0,4.05,Harper,Hardcover,692,2010,2010,,2018/10/07,,,read,,,,1,0
29625382,"Port Mortuary (Kay Scarpetta, #18)",Patricia Cornwell,"Cornwell, Patricia",,"=""0748117091""","=""9780748117093""",0,3.65,Hachette Digital,ebook,333,2010,2010,,2018/10/07,,,read,,,,1,0
35183860,הנעלמים,Harlan Coben,"Coben, Harlan",הרלן קובן,"=""9655113760""","=""9789655113761""",0,4.12,ידיעות אחרונות,Paperback,429,2005,2002,,2018/10/07,,,read,,,,1,0
15474635,Powder Burn,Carl Hiaasen,"Hiaasen, Carl",William D. Montalbano,"=""1417708921""","=""9781417708925""",0,3.77,San Val,Library Binding,0,1998,1981,,2018/10/07,,,read,,,,1,0
39707952,"Body of Evidence (Kay Scarpetta, #2)",Patricia Cornwell,"Cornwell, Patricia",,"=""1439135711""","=""9781439135716""",0,4.04,Pocket Books,Mass Market Paperback,448,2017,1991,,2018/10/07,,,read,,,,1,0
23103683,Penelope Goes to Portsmouth,Marion Chesney,"Chesney, Marion",M.C. Beaton,"=""1849019088""","=""9781849019088""",0,3.80,Constable & Robinson,Paperback,90,2011,1982,,2018/10/07,,,read,,,,1,0
18242402,"The Lighthouse (Adam Dalgliesh, #13)",P.D. James,"James, P.D.",,"=""1405613149""","=""9781405613149""",0,3.86,Windsor Paragon ,Paperback,448,2006,2005,,2018/10/07,,,read,,,,1,0
37826253,"The Reversal (The Lincoln Lawyer, #3; Harry Bosch Universe, #22)",Michael    Connelly,"Connelly, Michael",,"=""""","=""9781409134084""",0,4.21,Orion,eBook Kindle,401,2010,2010,,2018/10/07,,,read,,,,1,0
41460057,"Tears of the Giraffe (No. 1 Ladies' Detective Agency, #2)",Alexander McCall Smith,"Smith, Alexander McCall",,"=""1400031354""","=""9781400031351""",0,3.98,Random House Anchor,Paperback,227,2002,2000,,2018/10/07,,,read,,,,1,0
41064865,"Let It Bleed (Inspector Rebus, #7)",Ian Rankin,"Rankin, Ian",,"=""0752804014""","=""9780752804019""",0,4.03,Orion Books Ltd,Mass Market Paperback,360,1996,1995,,2018/10/07,,,read,,,,1,0
40817755,Warlight,Michael Ondaatje,"Ondaatje, Michael",,"=""0525521208""","=""9780525521204""",0,3.60,Borzoi Books/Knopf Doubleday,ebook,268,2018,2018,,2018/10/07,,,read,,,,1,0
40977049,"The Blood Road (Logan McRae, #11)",Stuart MacBride,"MacBride, Stuart",,"=""""","=""9780008208233""",0,4.25,HarperCollins,ebook,496,2018,2018,,2018/10/07,,,read,,,,1,0
36224537,"Thin Air (Shetland Island, #6)",Ann Cleeves,"Cleeves, Ann",,"=""""","=""""",0,4.06,Macmillan,Paperback,389,,2014,,2018/10/07,,,read,,,,1,0
35838499,"The Late Show (Renée Ballard, #1; Harry Bosch Universe, #30)",Michael    Connelly,"Connelly, Michael",,"=""1455524239""","=""9781455524235""",0,4.11,"Little, Brown and Company",Paperback,448,2018,2017,,2018/10/07,,,read,,,,1,0
36212848,The Other Woman,Sandie Jones,"Jones, Sandie",,"=""""","=""""",0,3.74,Minotaur Books,Hardcover,304,2018,2018,,2018/10/07,,,read,,,,1,0
35626275,"The Retribution (Tony Hill & Carol Jordan, #7)",Val McDermid,"McDermid, Val",,"=""0748125787""","=""9780748125784""",0,4.07,Sphere,ebook,422,2011,2011,,2018/10/07,,,read,,,,1,0
34524345,"Breakout (Parker, #21)",Richard Stark,"Stark, Richard",Chris Holm,"=""022650820X""","=""9780226508207""",0,4.08,University of Chicago Press,Paperback,310,2017,2002,,2018/10/07,,,read,,,,1,0
34437292,Who Watcheth (An Irene Huss Investigation),Helene Tursten,"Tursten, Helene",Marlaine Delargy,"=""1616958650""","=""9781616958657""",0,3.93,Soho Crime,Paperback,320,2017,2010,,2018/10/07,,,read,,,,1,0
30850768,Die Leibwächterin,Leena Lehtolainen,"Lehtolainen, Leena",Gabriele Schrey-Vasara,"=""3499256045""","=""9783499256042""",0,3.43,rororo,Paperback,378,2012,2009,,2018/10/07,,,read,,,,1,0
31179195,Break No Bones,Kathy Reichs,"Reichs, Kathy",,"=""1846178096""","=""9781846178092""",0,3.98,Ulverscroft Large Print Books Ltd,Hardcover,0,2007,2006,,2018/10/07,,,read,,,,1,0
28503870,Stories of Your Life and Others,Ted Chiang,"Chiang, Ted",,"=""1101972122""","=""9781101972120""",0,4.26,Vintage,Paperback,281,2016,2002,,2018/10/07,,,read,,,,1,0
28153212,The Devil's Cubs,Leena Lehtolainen,"Lehtolainen, Leena",Jenni Salmi,"=""1503935566""","=""9781503935563""",0,3.53,Amazon Crossing,Paperback,352,2016,2012,,2018/10/07,,,read,,,,1,0
25817435,The Ambleside Alibi: A Lake District Mystery (Lake District Mysteries),Rebecca Tope,"Tope, Rebecca",,"=""0062397273""","=""9780062397270""",0,3.63,Witness Impulse,Paperback,320,2015,2013,,2018/10/07,,,read,,,,1,0
25663708,The Middleman,Olen Steinhauer,"Steinhauer, Olen",,"=""1250036178""","=""9781250036179""",0,3.55,Minotaur Books,Hardcover,368,2018,2018,,2018/10/07,,,read,,,,1,0
27311785,Nothing Ever Dies: Vietnam and the Memory of War,Viet Thanh Nguyen,"Nguyen, Viet Thanh",,"=""067466034X""","=""9780674660342""",0,4.06,Harvard University Press,Hardcover,384,2016,2018,,2018/10/07,,,read,,,,1,0
25663535,The Discreet Hero,Mario Vargas Llosa,"Llosa, Mario Vargas",,"=""1250081629""","=""9781250081629""",0,3.76,Picador,Paperback,338,2016,2013,,2018/10/07,,,read,,,,1,0
25109429,"In a Dark, Dark Wood",Ruth Ware,"Ware, Ruth",,"=""1473512344""","=""9781473512344""",0,3.72,Vintage Digital,Kindle Edition,352,2015,2015,,2018/10/07,,,read,,,,1,0
25338571,22 Dead Little Bodies (Logan McRae #8.6),Stuart MacBride,"MacBride, Stuart",,"=""""","=""9780007494743""",0,4.08,HarperCollins,ebook,192,2015,2015,,2018/10/07,,,read,,,,1,0
24036061,The Lion of Justice (Henkivartija #2),Leena Lehtolainen,"Lehtolainen, Leena",Jenni Salmi,"=""1477830286""","=""9781477830284""",0,3.54,Amazon Crossing,Paperback,281,2015,2011,,2018/10/07,,,read,,,,1,0
24711434,An Elegant Death,Camilla Läckberg,"Läckberg, Camilla",,"=""0007479050""","=""9780007479054""",0,4.24,HarperCollins Publishers,ebook,0,2014,2013,,2018/10/07,,,read,,,,1,0
23098447,Sea of Stone,Michael Ridpath,"Ridpath, Michael",,"=""1782391320""","=""9781782391326""",0,4.20,Corvus,Kindle Edition,525,2014,2014,,2018/10/07,,,read,,,,1,0
23103689,Yvonne Goes to York,Marion Chesney,"Chesney, Marion",M.C. Beaton,"=""1849019169""","=""9781849019163""",0,4.02,Constable & Robinson,Kindle Edition,90,2011,1992,,2018/10/07,,,read,,,,1,0
23095991,The Mummy Case,Elizabeth Peters,"Peters, Elizabeth",,"=""1780337663""","=""9781780337661""",0,4.02,"Little, Brown Book Group",Paperback,177,2012,1985,,2018/10/07,,,read,,,,1,0
23015955,In the Dark Places (Inspector Banks #22),Peter    Robinson,"Robinson, Peter",,"=""0062240587""","=""9780062240583""",0,4.00,William Morrow,ebook,352,2015,2014,,2018/10/07,,,read,,,,1,0
23013680,The Kidney Hypothetical: Or How to Ruin Your Life in Seven Days,Lisa Yee,"Yee, Lisa",,"=""0545230942""","=""9780545230940""",0,3.36,Arthur A. Levine Books,Hardcover,272,2015,2015,,2018/10/07,,,read,,,,1,0
22948207,A Man Called Ove,Fredrik Backman,"Backman, Fredrik",Henning Koch,"=""1476738025""","=""9781476738024""",0,4.38,Atria Books,Paperback,337,2015,2012,,2018/10/07,,,read,,,,1,0
22217701,The Farm,Tom Rob Smith,"Smith, Tom Rob",,"=""1455551066""","=""9781455551064""",0,3.56,Grand Central Publishing,Paperback,387,2015,2014,,2018/10/07,,,read,,,,1,0
22174952,"The Distant Echo (Karen Pirie, #1)",Val McDermid,"McDermid, Val",,"=""0007869959""","=""9780007869954""",0,3.99,HarperCollins,Unknown Binding,0,2006,2003,,2018/10/07,,,read,,,,1,0
20498634,"Empress Orchid (Empress Orchid, #1)",Anchee Min,"Min, Anchee",,"=""0747588201""","=""9780747588207""",0,3.90,Bloomsbury,ebook,352,2006,2003,,2018/10/07,,,read,,,,1,0
21170741,"Abattoir Blues (Inspector Banks, #22)",Peter    Robinson,"Robinson, Peter",,"=""1444704966""","=""9781444704969""",0,4.00,Hodder & Stoughton,Hardcover,368,2014,2014,,2018/10/07,,,read,,,,1,0
17695605,"The Axeman's Jazz (Skip Langdon, #2)",Julie Smith,"Smith, Julie",,"=""1617507210""","=""9781617507212""",0,3.70,,,,,1991,,2018/10/07,,,read,,,,1,0
17797421,The Fire Dance (Inspector Huss #6),Helene Tursten,"Tursten, Helene",,"=""1616950102""","=""9781616950101""",0,3.74,Soho Crime,Hardcover,336,2014,2005,,2018/10/07,,,read,,,,1,0
17454044,Infinite Jest,David Foster Wallace,"Wallace, David Foster",,"=""""","=""9780316073851""",0,4.25,"Little, Brown and Company",Kindle Edition,1104,2009,1996,,2018/10/07,,,read,,,,1,0
17426786,The Leopard (Oslo Sequence 6),Jo Nesbø,"Nesbø, Jo",Don Bartlett,"=""1407086073""","=""9781407086071""",0,4.10,Vintage Digital,Kindle Edition,752,2011,2009,,2018/10/07,,,read,,,,1,0
17080902,"The Windermere Witness (Persimmon Brown, #1)",Rebecca Tope,"Tope, Rebecca",,"=""0749012641""","=""9780749012649""",0,3.41,Allison & Busby,Kindle Edition,352,2012,2012,,2018/10/07,,,read,,,,1,0
17260972,"Children of the Revolution (Inspector Banks, #21)",Peter    Robinson,"Robinson, Peter",,"=""1444704915""","=""9781444704914""",0,3.93,Hodder & Stoughton,Hardcover,389,2013,2013,,2018/10/07,,,read,,,,1,0
16226302,Isabel's Run,M.D. Grayson,"Grayson, M.D.",,"=""0984951865""","=""9780984951864""",0,4.15,Cedar Coast Press,Paperback,322,2012,2012,,2018/10/07,,,read,,,,1,0
16559648,When The Devil Holds The Candle,Karin Fossum,"Fossum, Karin",,"=""1409019969""","=""9781409019961""",0,3.72,Vintage Digital,Kindle Edition,368,2008,1998,,2018/10/07,,,read,,,,1,0
15400050,"Pierced (Henning Juul, #2)",Thomas Enger,"Enger, Thomas",Charlotte Barslund,"=""0571288499""","=""9780571288496""",0,3.92,Faber and Faber,Hardcover,433,2012,2011,,2018/10/07,,,read,,,,1,0
13543202,Breakdown (V.I. Warshawski #15),Sara Paretsky,"Paretsky, Sara",,"=""045123880X""","=""9780451238801""",0,3.96,Berkley,Paperback,470,2012,2012,,2018/10/07,,,read,,,,1,0
13535535,Death's Jest-Book,Reginald Hill,"Hill, Reginald",,"=""0385672608""","=""9780385672603""",0,4.04,Seal Books,Kindle Edition,0,2010,2002,,2018/10/07,,,read,,,,1,0
13532445,The Children of Men,P.D. James,"James, P.D.",,"=""0307367711""","=""9780307367716""",0,3.67,Vintage Canada,Kindle Edition,0,2012,1992,,2018/10/07,,,read,,,,1,0
13532982,Blood Safari,Deon Meyer,"Meyer, Deon",,"=""0307374122""","=""9780307374127""",0,3.89,Vintage Canada,Kindle Edition,384,2010,2007,,2018/10/07,,,read,,,,1,0
13491796,"Celebrity in Death (In Death, #34)",J.D. Robb,"Robb, J.D.",,"=""0748125868""","=""9780748125869""",0,4.32,Hachette Digital,Kindle Edition,395,2012,2012,,2018/10/07,,,read,,,,1,0
12682844,The Caller,Karin Fossum,"Fossum, Karin",K.E. Semmel,"=""0547577524""","=""9780547577524""",0,3.71,Houghton Mifflin Harcourt,Hardcover,256,2012,2009,,2018/10/07,,,read,,,,1,0
12770997,The Secret History,Donna Tartt,"Tartt, Donna",,"=""0307765695""","=""9780307765697""",0,4.16,Vintage,Kindle Edition,646,2011,1992,,2018/10/07,,,read,,,,1,0
12490153,The Snow Child,Eowyn Ivey,"Ivey, Eowyn",,"=""0316192953""","=""9780316192958""",0,4.01,Reagan Arthur Books,Kindle Edition,400,2012,2012,,2018/10/07,,,read,,,,1,0
12283010,Burned,Thomas Enger,"Enger, Thomas",Charlotte Barslund,"=""0571272223""","=""9780571272228""",0,3.74,Faber and Faber Ltd.,Paperback,,2011,2010,,2018/10/07,,,read,,,,1,0
12414855,Heart of the Hunter: A Lemmer Novel (Lemmer Thrillers),Deon Meyer,"Meyer, Deon",K. L. Seegers,"=""0802145787""","=""9780802145789""",0,4.02,Grove Press,Mass Market Paperback,400,2012,2002,,2018/10/07,,,read,,,,1,0
12217980,The Pearl Diver,Jeff Talarigo,"Talarigo, Jeff",,"=""0307429148""","=""9780307429148""",0,3.76,Anchor,Kindle Edition,256,2007,2005,,2018/10/07,,,read,,,,1,0
11973568,Battle Hymn of the Tiger Mother,Amy  Chua,"Chua, Amy",,"=""1408822075""","=""9781408822074""",0,3.66,Bloomsbury UK,Paperback,272,2012,2011,,2018/10/07,,,read,,,,1,0
11564865,Burned,Thomas Enger,"Enger, Thomas",,"=""0571272258""","=""9780571272259""",0,3.74,Faber & Faber,Paperback,496,2011,2010,,2018/10/07,,,read,,,,1,0
11343297,"The Handle (Parker, #8)",Richard Stark,"Stark, Richard",,"=""0226772837""","=""9780226772837""",0,3.96,University of Chicago Press,ebook,0,2011,1966,,2018/10/07,,,read,,,,1,0
11290935,Hollow-Eyed Angel (Amsterdam Cops),Janwillem van de Wetering,"Wetering, Janwillem van de",,"=""1569478228""","=""9781569478226""",0,3.78,Soho Crime,Kindle Edition,288,2003,1996,,2018/10/07,,,read,,,,1,0
11061947,"Firebreak (Parker, #20)",Richard Stark,"Stark, Richard",,"=""0226770656""","=""9780226770659""",0,3.93,University of Chicago Press,Paperback,297,2011,2001,,2018/10/07,,,read,,,,1,0
11024867,Mind-Murders,Janwillem van de Wetering,"Wetering, Janwillem van de",,"=""156947835X""","=""9781569478356""",0,3.54,Soho Crime,Kindle Edition,224,2003,1980,,2018/10/07,,,read,,,,1,0
10822743,Sahara,Clive Cussler,"Cussler, Clive",,"=""0785722513""","=""9780785722519""",0,3.99,Bt Bound,Library Binding,,1993,1992,,2018/10/07,,,read,,,,1,0
10441755,Red Azalea,Anchee Min,"Min, Anchee",,"=""030778102X""","=""9780307781024""",0,3.84,Anchor,Kindle Edition,320,2011,1993,,2018/10/07,,,read,,,,1,0
10478003,"Death Comes For The Fat Man (Dalziel & Pascoe, #22)",Reginald Hill,"Hill, Reginald",,"=""0061835749""","=""9780061835742""",0,4.16,HarperCollins e-books,ebook,416,2009,2007,,2018/10/07,,,read,,,,1,0
10238763,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,"Flagg, Fannie",,"=""0307776654""","=""9780307776655""",0,4.28,Ballantine Books,Kindle Edition,432,2011,1987,,2018/10/07,,,read,,,,1,0
10152982,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,"Wells, Rebecca",,"=""0061743364""","=""9780061743368""",0,3.86,HarperCollins e-books,ebook,400,2009,1996,,2018/10/07,,,read,,,,1,0
10020244,A Stolen Season,Steve Hamilton,"Hamilton, Steve",,"=""1429958669""","=""9781429958660""",0,3.99,Minotaur Books,Kindle Edition,352,2007,2006,,2018/10/07,,,read,,,,1,0
9929979,"The Sins of the Wolf (William Monk, #5)",Anne Perry,"Perry, Anne",,"=""0307767795""","=""9780307767790""",0,4.10,Ballantine Books,Kindle Edition,448,2010,1994,,2018/10/07,,,read,,,,1,0
9945076,"Body Work (V.I. Warshawski, #14)",Sara Paretsky,"Paretsky, Sara",,"=""0451413083""","=""9780451413086""",0,3.92,Berkley,Paperback,576,2011,2010,,2018/10/07,,,read,,,,1,0
9576873,"A Sudden, Fearful Death (William Monk, #4)",Anne Perry,"Perry, Anne",,"=""0307767787""","=""9780307767783""",0,3.98,Ballantine Books,Kindle Edition,464,2010,1994,,2018/10/07,,,read,,,,1,0
9063253,"A Cold Day In Paradise (Alex McKnight, #1)",Steve Hamilton,"Hamilton, Steve",,"=""1429905077""","=""9781429905077""",0,3.77,Minotaur Books,Kindle Edition,288,2000,1998,,2018/10/07,,,read,,,,1,0
8722989,"The Twisted Root (William Monk, #10)",Anne Perry,"Perry, Anne",,"=""0345514106""","=""9780345514103""",0,4.01,Random House Publishing Group,Paperback,352,2011,1999,,2018/10/07,,,read,,,,1,0
8797157,Delta of Venus: Erotica by Anaïs Nin,Anaïs Nin,"Nin, Anaïs",,"=""0547538677""","=""9780547538679""",0,3.61,Mariner Books Classics,Kindle Edition,320,2004,1977,,2018/10/07,,,read,,,,1,0
8449721,Blond Baboon,Janwillem van de Wetering,"Wetering, Janwillem van de",,"=""1569478295""","=""9781569478295""",0,3.84,Soho Crime,Kindle Edition,218,2003,1978,,2018/10/07,,,read,,,,1,0
7481032,"A Pinch Of Snuff (Dalziel & Pascoe, #5)",Reginald Hill,"Hill, Reginald",,"=""0007313063""","=""9780007313068""",0,3.82,Harper,Paperback,368,2009,1978,,2018/10/07,,,read,,,,1,0
7599706,"Bitter Medicine (V.I. Warshawski, #4)",Sara Paretsky,"Paretsky, Sara",,"=""0451230272""","=""9780451230270""",0,3.89,Berkley,Paperback,384,2010,1987,,2018/10/07,,,read,,,,1,0
7406332,"Red Bones (Shetland Island, #3)",Ann Cleeves,"Cleeves, Ann",,"=""1429928409""","=""9781429928403""",0,4.01,Minotaur Books,Kindle Edition,400,2009,2009,,2018/10/07,,,read,,,,1,0
7263274,Absolutely Maybe,Lisa Yee,"Yee, Lisa",,"=""0439838452""","=""9780439838450""",0,3.67,Scholastic Paperbacks,Mass Market Paperback,288,2010,2009,,2018/10/07,,,read,,,,1,0
7362905,"The Hippopotamus Pool (Amelia Peabody, #8)",Elizabeth Peters,"Peters, Elizabeth",,"=""044657127X""","=""9780446571272""",0,4.18,Grand Central Publishing,Kindle Edition,364,2009,1996,,2018/10/07,,,read,,,,1,0
7374340,The Black Path,Åsa Larsson,"Larsson, Åsa",,"=""0440337984""","=""9780440337980""",0,3.75,Delta,Kindle Edition,400,2008,2006,,2018/10/07,,,read,,,,1,0
7159516,"The Jasmine Moon Murder (A Tea Shop Mystery, #5)",Laura Childs,"Childs, Laura",,"=""1587248743""","=""9781587248740""",0,3.96,Wheeler Publishing,Paperback,351,2005,2004,,2018/10/07,,,read,,,,1,0
7167201,Going Back,Peter    Robinson,"Robinson, Peter",,"=""0061979090""","=""9780061979095""",0,4.00,William Morrow,Kindle Edition,100,2009,2009,,2018/10/07,,,read,,,,1,0
7144784,"Execution Dock (William Monk, #16)",Anne Perry,"Perry, Anne",,"=""0345469348""","=""9780345469342""",0,4.07,Random House Publishing Group,Paperback,311,2010,2009,,2018/10/07,,,read,,,,1,0
7069710,The Wolf of Wall Street,Jordan Belfort,"Belfort, Jordan",,"=""0553904248""","=""9780553904246""",0,3.75,Bantam,Kindle Edition,528,2007,2007,,2018/10/07,,,read,,,,1,0
6908154,Misery,Stephen        King,"King, Stephen",,"=""""","=""""",0,4.23,Signet,Mass Market Paperback,338,1990,1987,,2018/10/07,,,read,,,,1,0
6740496,"A Killing Kindness (Dalziel & Pascoe, #6)",Reginald Hill,"Hill, Reginald",,"=""1934609382""","=""9781934609385""",0,4.09,Felony & Mayhem,Paperback,304,2009,1980,,2018/10/07,,,read,,,,1,0
6240789,"Devil's Peak (Benny Griessel, #1)",Deon Meyer,"Meyer, Deon",,"=""034082266X""","=""9780340822661""",0,4.05,Hodder & Stoughton,Paperback,450,2008,2004,,2018/10/07,,,read,,,,1,0
6316684,"Hardball (V.I. Warshawski, #13)",Sara Paretsky,"Paretsky, Sara",,"=""0399155937""","=""9780399155932""",0,4.04,G.P. Putnam's Sons,Hardcover,446,2010,2009,,2018/10/07,,,read,,,,1,0
5393786,"The Man Who Went Up in Smoke (Martin Beck, #2)",Maj Sjöwall,"Sjöwall, Maj","Per Wahlöö, Joan Tate, Val McDermid","=""0307390489""","=""9780307390486""",0,3.83,Knopf Doubleday Publishing Group,Paperback,208,2008,1966,,2018/10/07,,,read,,,,1,0
5949057,"Ruling Passion (Dalziel & Pascoe, #3)",Reginald Hill,"Hill, Reginald",,"=""193460917X""","=""9781934609170""",0,3.89,Felony & Mayhem,Paperback,304,2008,1973,,2018/10/07,,,read,,,,1,0
3864083,"Chamomile Mourning (A Tea Shop Mystery, #6)",Laura Childs,"Childs, Laura",,"=""0786277009""","=""9780786277001""",0,3.94,Thorndike Press,Hardcover,384,2005,2005,,2018/10/07,,,read,,,,1,0
3707924,The White Tiger,Aravind Adiga,"Adiga, Aravind",,"=""1416562605""","=""9781416562603""",0,3.77,Free Press,Paperback,276,2008,2008,,2018/10/07,,,read,,,,1,0
2974581,The Tomorrow Code,Brian Falkner,"Falkner, Brian",,"=""0375843647""","=""9780375843648""",0,3.74,Random House Books for Young Readers,Hardcover,368,2008,2008,,2018/10/07,,,read,,,,1,0
3081221,"Dragonwell Dead (A Tea Shop Mystery, #8)",Laura Childs,"Childs, Laura",,"=""0425220451""","=""9780425220450""",0,3.98,Berkley,Mass Market Paperback,290,2008,2007,,2018/10/07,,,read,,,,1,0
2911540,"The Price of Butcher's Meat (Dalziel & Pascoe, #23)",Reginald Hill,"Hill, Reginald",,"=""0061451932""","=""9780061451935""",0,3.98,Harper,Hardcover,528,2008,2008,,2018/10/07,,,read,,,,1,0
2036430,A Heartbreaking Work of Staggering Genius,Dave Eggers,"Eggers, Dave",,"=""0330456717""","=""9780330456715""",0,3.69,Picador,Paperback,437,2000,2000,,2018/10/07,,,read,,,,1,0
2434823,"Death Comes For The Fat Man (Dalziel & Pascoe, #22)",Reginald Hill,"Hill, Reginald",,"=""0770429904""","=""9780770429904""",0,4.16,Seal Books,Mass Market Paperback,528,2008,2007,,2018/10/07,,,read,,,,1,0
1945650,"A Clubbable Woman (Dalziel & Pascoe, #1)",Reginald Hill,"Hill, Reginald",,"=""1933397934""","=""9781933397931""",0,3.82,Felony & Mayhem,Paperback,244,2007,1970,,2018/10/07,,,read,,,,1,0
1983168,"A Breath of Snow and Ashes (Outlander, #6)",Diana Gabaldon,"Gabaldon, Diana",,"=""0440225809""","=""9780440225805""",0,4.44,Dell,Mass Market Paperback,1488,2008,2005,,2018/10/07,,,read,,,,1,0
1698457,"Good Morning, Midnight (Dalziel & Pascoe, #21)",Reginald Hill,"Hill, Reginald",,"=""000712340X""","=""9780007123407""",0,3.98,Harper Collins,Hardcover,407,2004,2004,,2018/10/07,,,read,,,,1,0
1206216,The Modigliani Scandal,Ken Follett,"Follett, Ken",,"=""0451147960""","=""9780451147967""",0,3.33,Penguin Books,Mass Market Paperback,304,1986,1976,,2018/10/07,,,read,,,,1,0
1257553,The Maine Massacre,Janwillem van de Wetering,"Wetering, Janwillem van de",,"=""1569470642""","=""9781569470640""",0,3.79,Soho Crime,Paperback,276,2003,1978,,2018/10/07,,,read,,,,1,0
919458,East of Eden,John Steinbeck,"Steinbeck, John",,"=""0670033049""","=""9780670033041""",0,4.43,Viking,Hardcover,601,2003,1952,,2018/10/07,,,read,,,,1,0
847667,"Deadline For Murder (Lindsay Gordon, #3)",Val McDermid,"McDermid, Val",V.L. McDermid,"=""193285908X""","=""9781932859089""",0,3.71,Bywater Books,Paperback,242,2005,1997,,2018/10/07,,,read,,,,1,0
826383,"Cannery Row (Cannery Row, #1)",John Steinbeck,"Steinbeck, John",,"=""""","=""""",0,4.06,Penguin Classics,Paperback,185,1994,1943,,2018/10/07,,,read,,,,1,0
804860,"The Puzzle Palace: Inside the National Security Agency, America's Most Secret Intelligence Organization",James Bamford,"Bamford, James",,"=""0140067485""","=""9780140067484""",0,3.90,Penguin Publishing Group,Paperback,656,1983,1982,,2018/10/07,,,read,,,,1,0
772453,Aunt Dimity's Christmas  (Aunt Dimity #5),Nancy Atherton,"Atherton, Nancy",,"=""0670884537""","=""9780670884537""",0,4.04,Viking Adult,Hardcover,214,1999,1999,,2018/10/07,,,read,,,,1,0
744149,"Blacklist (V.I. Warshawski, #11)",Sara Paretsky,"Paretsky, Sara",,"=""0451209699""","=""9780451209696""",0,3.86,Berkley,Mass Market Paperback,480,2004,2003,,2018/10/07,,,read,,,,1,0
574679,"Aunt Dimity and the Deep Blue Sea (Aunt Dimity Mystery, #11)",Nancy Atherton,"Atherton, Nancy",,"=""0143038303""","=""9780143038306""",0,4.05,Penguin Books,Mass Market Paperback,322,2007,2006,,2018/10/07,,,read,,,,1,0
744142,"Tunnel Vision (V.I. Warshawski, #8)",Sara Paretsky,"Paretsky, Sara",,"=""0440217520""","=""9780440217527""",0,3.90,Dell,Mass Market Paperback,480,1995,1994,,2018/10/07,,,read,,,,1,0
558649,"A German Requiem (Bernie Gunther, #3)",Philip Kerr,"Kerr, Philip",,"=""0142004022""","=""9780142004029""",0,4.04,G.P. Putnam's Sons,Paperback,306,2006,1991,,2018/10/07,,,read,,,,1,0
446875,Of Mice and Men,John Steinbeck,"Steinbeck, John",Susan Shillinglaw,"=""0140186425""","=""9780140186420""",0,3.89,Penguin Classics,Paperback,105,1994,1937,,2018/10/07,,,read,,,,1,0
498594,"Death by Darjeeling (A Tea Shop Mystery, #1)",Laura Childs,"Childs, Laura",,"=""0425179451""","=""9780425179451""",0,3.74,Berkley,Mass Market Paperback,243,2001,2001,,2018/10/07,,,read,,,,1,0
361521,Eventide,Kent Haruf,"Haruf, Kent",,"=""0330433725""","=""9780330433723""",0,4.23,Picador,Paperback,300,2006,2004,,2018/10/07,,,read,,,,1,0
